TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
POPTR_0017s08250	AP2	RAP2L3	NA	Populus trichocarpa	NA
POPTR_0019s13330	AP2	DREB16	NA	Populus trichocarpa	NA
AT2G31230	AP2; ERF	ATERF15; ERF15	ethylene-responsive element binding factor 15; Ethylene-responsive transcription factor 15 (AtERF15) (Ethylene-responsive element-binding factor 15) (EREBP-15) [ERF15] [ERF-15] [ERF093] [F16D14.7]	Arabidopsis thaliana	Involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways
POPTR_0005s24450	AP2	ERF18	NA	Populus trichocarpa	NA
AT5G61600	AP2; ERF	ERF104	ethylene response factor 104; Ethylene-responsive transcription factor ERF104 [ERF104] [K11J9.13]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
POPTR_0014s04630	AP2	ERF11	NA	Populus trichocarpa	NA
POPTR_0019s15190	AP2	ERF81	NA	Populus trichocarpa	NA
AT2G36450	AP2; ERF	HRD	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF024 [ERF024] [F1O11.8]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT2G35700	AP2; ERF	ATERF38; ERF38	ERF family protein 38; Ethylene-responsive transcription factor ERF038 [ERF038] [T20F21.11]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT4G25490	AP2; ERF	CBF1; DREB1B; ATCBF1	C-repeat/DRE binding factor 1; Dehydration-responsive element-binding protein 1B (Protein DREB1B) (C-repeat/dehydration-responsive element-binding factor 1) (C-repeat-binding factor 1) (CRT/DRE-binding factor 1) [DREB1B] [CBF1] [ERF029] [M7J2.140]	Arabidopsis thaliana	mediates cold-inducible transcription.
AT5G11590	AP2; ERF	TINY2	Integrase-type DNA-binding superfamily protein; Dehydration-responsive element-binding protein 3 (Protein TINY 2) [DREB3] [ERF041] [TINY2] [F15N18.180]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways
AT5G25810	AP2; ERF	tny	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor TINY [TINY] [ERF040] [F18A17.60]	Arabidopsis thaliana	NA
AT5G51990	AP2; ERF	CBF4; DREB1D	C-repeat-binding factor 4; Dehydration-responsive element-binding protein 1D (Protein DREB1D) (C-repeat/dehydration-responsive element-binding factor 4) (C-repeat-binding factor 4) (CRT/DRE-binding factor 4) [DREB1D] [CBF4] [ERF028] [MSG15.7]	Arabidopsis thaliana	mediates abscisic acid- and dehydration-inducible transcription
POPTR_0001s08740	AP2	DREB65	NA	Populus trichocarpa	NA
POPTR_0002s14210	AP2	TINYL11	NA	Populus trichocarpa	NA
POPTR_0002s17330	AP2	TINYL12	NA	Populus trichocarpa	NA
POPTR_0003s04920	AP2	DREB76	NA	Populus trichocarpa	NA
POPTR_0003s07700	AP2	TINYL7	NA	Populus trichocarpa	NA
POPTR_0003s12120	AP2	DREB64	NA	Populus trichocarpa	NA
POPTR_0004s19820	AP2	DREB67	NA	Populus trichocarpa	NA
POPTR_0006s02180	AP2	DREB60	NA	Populus trichocarpa	NA
POPTR_0006s17670	AP2	TINYL3	NA	Populus trichocarpa	NA
POPTR_0006s25500	AP2	TINYL5	NA	Populus trichocarpa	NA
POPTR_0009s14990	AP2	DREB66	NA	Populus trichocarpa	NA
POPTR_0012s13870	AP2	CBF1	NA	Populus trichocarpa	NA
POPTR_0012s13880	AP2	DREB63	NA	Populus trichocarpa	NA
POPTR_0014s09540	AP2	TINYL14	NA	Populus trichocarpa	NA
POPTR_0015s13840	AP2	TINYL17	NA	Populus trichocarpa	NA
POPTR_0016s02010	AP2	TINYL18	NA	Populus trichocarpa	NA
POPTR_0018s09270	AP2	TINYL2	NA	Populus trichocarpa	NA
POPTR_0855s00200	AP2	TINYL13	NA	Populus trichocarpa	NA
AT2G44840	AP2; ERF	ATERF13; EREBP; ERF13	ethylene-responsive element binding factor 13; Ethylene-responsive transcription factor 13 (AtERF13) (Ethylene-responsive element-binding factor 13) (EREBP-13) [ERF13] [ERF-13] [ERF099] [T13E15.15]	Arabidopsis thaliana	Involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
POPTR_0014s04600	AP2	ERF8	NA	Populus trichocarpa	NA
POPTR_0014s04620	AP2	ERF10	NA	Populus trichocarpa	NA
POPTR_0014s04640	AP2	ERF7	NA	Populus trichocarpa	NA
AT3G14230	AP2; ERF	RAP2.2	related to AP2 2; Ethylene-responsive transcription factor RAP2-2 (AtRAP2.2) (Protein RELATED TO APETALA2 2) [RAP2-2] [ERF075] [MLN21.1]	Arabidopsis thaliana	involved in carotenoid biosynthesis regulation. Involved in ethylene response and resistance to necrotrophic pathogens. Acts as a downstream regulator in the ethylene signaling pathway.
Q02994	trp	myb.Ph3	NA	Petunia hybrida	NA
AT3G15210	AP2; ERF	ATERF-4; ERF4; RAP2.5; ATERF4	ethylene responsive element binding factor 4; Ethylene-responsive transcription factor 4 (AtERF4) (Ethylene-responsive element-binding factor 4) (EREBP-4) (Protein RELATED TO APETALA2 5) [ERF4] [ERF-4] [ERF078] [RAP2-5] [K7L4.1]	Arabidopsis thaliana	Involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways
P27898	trp	p1; P1-rr	pericarp color1	Zea mays	NA
AT3G20310	AP2; ERF	ATERF-7; ATERF7; ERF7	ethylene response factor 7; Ethylene-responsive transcription factor 7 (AtERF7) (Ethylene-responsive element-binding factor 7) (EREBP-7) [ERF7] [ERF-7] [ERF083] [MQC12.5]	Arabidopsis thaliana	Involved in the regulation of gene expression by abscisic acid, stress factors and by components of stress signal transduction pathways.
AT3G23230	AP2; ERF	TDR1	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF098 [ERF098] [K14B15.14]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT2G25820	AP2; ERF	ESE2	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF042 [ERF042] [F17H15.15]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
POPTR_0001s15550	AP2	TINYL8	NA	Populus trichocarpa	NA
POPTR_0001s18800	AP2	TINYL1	NA	Populus trichocarpa	NA
POPTR_0013s10340	AP2	DREB49	NA	Populus trichocarpa	NA
POPTR_0014s05500	AP2	TINYL9	NA	Populus trichocarpa	NA
POPTR_0015s13830	AP2	CBF2	NA	Populus trichocarpa	NA
POPTR_0019s10420	AP2	DREB50	NA	Populus trichocarpa	NA
AT4G17490	AP2; ERF	ATERF6; ERF-6-6; ERF6	ethylene responsive element binding factor 6; Ethylene-responsive transcription factor 6 (AtERF6) (Ethylene-responsive element-binding factor 6) (EREBP-6) [ERF6] [ERF-6] [ERF103] [dl4780c] [FCAALL.120]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT4G23750	AP2; ERF	CRF2; TMO3	cytokinin response factor 2; Ethylene-responsive transcription factor CRF2 (Protein CYTOKININ RESPONSE FACTOR 2) [CRF2] [ERF064] [F9D16.220]	Arabidopsis thaliana	Component of the cytokinin signaling pathway involved in cotyledons, leaves, and embryos development. May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways
POPTR_0002s16900	AP2	ERF83	NA	Populus trichocarpa	NA
AT4G25470	AP2; ERF	FTQ4; CBF2; DREB1C; ATCBF2	C-repeat/DRE binding factor 2; Dehydration-responsive element-binding protein 1C (Protein DREB1C) (C-repeat/dehydration-responsive element-binding factor 2) (C-repeat-binding factor 2) (CRT/DRE-binding factor 2) [DREB1C] [CBF2] [ERF030] [M7J2.161]	Arabidopsis thaliana	mediates cold-inducible transcription.
Os06g0127100	AP2; ERF	DREB1C	Dehydration-responsive element-binding protein 1C.; Dehydration-responsive element-binding protein 1C (Protein DREB1C) (Protein C-repeat-binding factor 1) [DREB1C] [CBF1] [ERF26] [LOC_Os06g03670] [OsJ_019159] [OSJNBa0038F22.13] [P0425F02.47]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
POPTR_0001s08710	AP2	CBF4	NA	Populus trichocarpa	NA
POPTR_0001s08720	AP2	CBF2	NA	Populus trichocarpa	NA
POPTR_0013s10330	AP2	TINYL19	NA	Populus trichocarpa	NA
POPTR_0019s10430	AP2	DREB53	NA	Populus trichocarpa	NA
Sb10g001620	AP2	CBF5	NA	Sorghum bicolor	NA
AT4G25480	AP2; ERF	ATCBF3; DREB1A; CBF3	dehydration response element B1A; Dehydration-responsive element-binding protein 1A (Protein DREB1A) (C-repeat/dehydration-responsive element-binding factor 3) (C-repeat-binding factor 3) (CRT/DRE-binding factor 3) (Cold resistance-related AP2 transcription factor) [DREB1A] [CBF3] [CRAP2] [ERF072] [M7J2.150]	Arabidopsis thaliana	mediates cold-inducible transcription
AT1G63030	AP2; ERF	ddf2	Integrase-type DNA-binding superfamily protein; Dehydration-responsive element-binding protein 1E (Protein DREB1E) [DREB1E] [DDF1] [ERF032] [F16M19.20] [F16P17.20]	Arabidopsis thaliana	mediates cold or dehydration-inducible transcription
AT4G27950	AP2	CRF4	NA	Arabidopsis thaliana	NA
AT1G13260	AP2; B3; RAV	RAV1; EDF4	AP2/ERF and B3 domain-containing transcription factor RAV1; related to ABI3/VP1 1; AP2/ERF and B3 domain-containing transcription factor RAV1 (Ethylene-responsive transcription factor RAV1) (Protein RELATED TO ABI3/VP1 1) [RAV1] [T6J4.2]	Arabidopsis thaliana	May function as negative regulator of plant growth and development.
Q96464	trp	GAMYB	NA	Hordeum vulgare	NA
P38564	Dof	dof1	DNA-binding with one finger1	Zea mays	NA
O24463	Dof	pbf1	prolamin-box binding factor1	Zea mays	NA
O22676	bZIP	bZIP910	NA	Antirrhinum majus	NA
O22677	bZIP	bZIP911	NA	Antirrhinum majus	NA
AT5G13330	AP2; ERF	Rap2.6L	related to AP2 6l; Ethylene-responsive transcription factor ERF113 [ERF113] [T31B5.150]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G09770	Myb/SANT; trp; MYB	CDC5; ATCDC5; ATMYBCDC5	cell division cycle 5-like protein; cell division cycle 5; Cell division cycle 5-like protein (Cdc5-like protein) (Atypical R2R3-MYB transcription factor CDC5) (MOS4-associated complex protein 1) (MAC protein 1) (Protein MYB DOMAIN CELL DIVISION CYCLE 5) (AtMYBCD5) [CDC5] [MAC1] [MYBCD5] [F21M12.15]	Arabidopsis thaliana	Component of the MAC complex that probably regulates defense responses through transcriptional control and thereby is essential for plant innate immunity. Involved in mRNA splicing and cell cycle control.
AT5G47220	AP2; ERF	ERF2; ATERF2; ATERF-2	ethylene responsive element binding factor 2; Ethylene-responsive transcription factor 2 (AtERF2) (Ethylene-responsive element-binding factor 2) (EREBP-2) [ERF2] [ERF-2] [ERF101] [MQL5.7]	Arabidopsis thaliana	Involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways. Involved in disease resistance pathways.
AT5G47230	AP2; ERF	ERF5; ATERF-5; ATERF5	ethylene responsive element binding factor 5; Ethylene-responsive transcription factor 5 (AtERF5) (Ethylene-responsive element-binding factor 5) (EREBP-5) [ERF5] [ERF-5] [ERF102] [MQL5_9]	Arabidopsis thaliana	Involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT2G03710	MADS box; MIKC	4-Sep; AGL3; SEP4	protein SEPALLATA 4; K-box region and MADS-box transcription factor family protein; Agamous-like MADS-box protein AGL3 [AGL3] [F19B11.16]	Arabidopsis thaliana	NA
AT1G30490	bZIP; Homeodomain; HD-ZIP	ATHB9; PHV	homeobox-leucine zipper protein ATHB-9; Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein; Homeobox-leucine zipper protein ATHB-9 (HD-ZIP protein ATHB-9) (Homeodomain transcription factor ATHB-9) (Protein PHAVOLUTA) [ATHB-9] [HB9] [PHV] [F26G16.11]	Arabidopsis thaliana	involved in the determination of adaxial-abaxial polarity in ovule primordium.
Os02g0677300	AP2; ERF	DREB1G	Similar to CRT/DRE binding factor 1.; Dehydration-responsive element-binding protein 1G (Protein DREB1G) [DREB1G] [ERF25] [LOC_Os02g45450] [OsJ_007653] [OSJNBb0005A04.16] [P0135D07.43]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
AT1G09530	bHLH	POC1; PIF3; PAP3	transcription factor PIF3; phytochrome interacting factor 3; Transcription factor PIF3 (Basic helix-loop-helix protein 8) (AtbHLH8) (bHLH 8) (Phytochrome-associated protein 3) (Phytochrome-interacting factor 3) (Transcription factor EN 100) (bHLH transcription factor bHLH008) [PIF3] [BHLH8] [EN100] [PAP3] [F14J9.19]	Arabidopsis thaliana	acting positively in the phytochrome signaling pathway.
AT4G37750	AP2	ANT; DRG; CKC; CKC1	AP2-like ethylene-responsive transcription factor ANT; Integrase-type DNA-binding superfamily protein; AP2-like ethylene-responsive transcription factor ANT (Complementing a protein kinase C mutant protein 1) (Protein AINTEGUMENTA) (Protein DRAGON) (Protein OVULE MUTANT) [ANT] [CKC1] [DRG] [OVM] [T28I19.30]	Arabidopsis thaliana	Required for the initiation and growth of ovules integumenta, and for the development of female gametophyte. Plays a critical role in the development of gynoecium marginal tissues (e.g. stigma, style and septa), and in the fusion of carpels and of medial ridges leading to ovule primordia. Also involved in organs initiation and development, including floral organs. Maintains the meristematic competence of cells and consequently sustains expression of cell cycle regulators during organogenesis, thus controlling the final size of each organ by controlling their cell number. Regulates INO autoinduction and expression pattern. As ANT promotes petal cell identity and mediates down-regulation of AG in flower whorl 2, it functions as a class A homeotic gene.
Q9ZWK1	AP2	TEIL	NA	Nicotiana tabacum	NA
AT5G65310	Homeodomain; bZIP; HD-ZIP	ATHB5; HB5; ATHB-5	homeobox-leucine zipper protein ATHB-5; homeobox protein 5; Homeobox-leucine zipper protein ATHB-5 (HD-ZIP protein ATHB-5) (Homeodomain transcription factor ATHB-5) [ATHB-5] [MNA5.4]	Arabidopsis thaliana	acts as a positive regulator of ABA-responsiveness, mediating the inhibitory effect of ABA on growth during seedling establishment.
Q9SXJ0	LIM	lim1	NA	Nicotiana tabacum	NA
AT4G06746	AP2	RAP2.9	NA	Arabidopsis thaliana	NA
POPTR_0001s18180	AP2	DREB48	NA	Populus trichocarpa	NA
POPTR_0002s12550	AP2	RAP2L8	NA	Populus trichocarpa	NA
POPTR_0014s02530	AP2	RAP2L7	NA	Populus trichocarpa	NA
AT1G21910	ERF	DREB26	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF012 [ERF012] [T26F17.14]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G46768	ERF	RAP2.1	related to AP2 1; Ethylene-responsive transcription factor RAP2-1 (Protein RELATED TO APETALA2 1) [RAP2-1] [ERF006] [F2G19.32]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT3G50260	ERF	CEJ1; ATERF#011; DEAR1	cooperatively regulated by ethylene and jasmonate 1; Ethylene-responsive transcription factor ERF011 [ERF011] [F11C1.100]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G67190	ERF	DEAR2	DREB and EAR motif protein 2; Ethylene-responsive transcription factor ERF010 [ERF010] [K21H1.15]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
POPTR_0005s18430	AP2; ERF	RAP2L5	AP2 domain-containing transcription factor family protein (ERF family protein) (RAP2-like protein)	Populus trichocarpa	NA
AT1G01030	B3	NGA3	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor NGA3 (Protein NGATHA3) [NGA3] [T25K16.3]	Arabidopsis thaliana	Regulates lateral organ growth
AT3G25730	AP2; B3; RAV	EDF3	ethylene response DNA binding factor 3; AP2/ERF and B3 domain-containing transcription factor ARF14 (Protein AUXIN RESPONSE FACTOR 14) (RAV1-like ethylene-responsive transcription factor ARF14) [ARF14] [K13N2.14] [K13N2.7]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
POPTR_0008s11600	AP2; B3	RAV2	NA	Populus trichocarpa	NA
POPTR_0010s13930	AP2; B3	RAV1	NA	Populus trichocarpa	NA
AT1G14900	AT-Hook	HMGA	NA	Arabidopsis thaliana	NA
POPTR_0004s08590	AT-Hook	HMGA902	NA	Populus trichocarpa	NA
POPTR_0017s02940	AT-Hook	HMGA901	NA	Populus trichocarpa	NA
AT1G28300	B3	LEC2	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor LEC2 (Protein LEAFY COTYLEDON 2) [LEC2] [F3H9.5]	Arabidopsis thaliana	plays a central role in embryo development. Required for the maintenance of suspensor morphology, specification of cotyledon identity, progression through the maturation phase and suppression of premature germination. Ectopic expression is sufficient to promote somatic embryogenesis.
AT5G37020	B3; ARF	ARF8	auxin response factor 8; Auxin response factor 8 (Protein FRUIT WITHOUT FERTILIZATION) [ARF8] [FWF] [K15O15.5]	Arabidopsis thaliana	modulate early auxin response genes expression. Regulates both stamen and gynoecium maturation. Promotes jasmonic acid production. Involved in fruit initiation. Acts as an inhibitor to stop further carpel development in the absence of fertilization and the generation of signals required to initiate fruit and seed development.
