TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
Sb03g037085	AP2	SB03G037085	NA	Sorghum bicolor	NA
Sb04g006080	AP2	SB04G006080	NA	Sorghum bicolor	NA
Sb04g021160	AP2	SB04G021160	NA	Sorghum bicolor	NA
Sb04g024690	AP2	SB04G024690	NA	Sorghum bicolor	NA
Sb05g004170	AP2	SB05G004170	NA	Sorghum bicolor	NA
Sb06g014800	AP2	SB06G014800	NA	Sorghum bicolor	NA
Sb06g028090	AP2	SB06G028090	NA	Sorghum bicolor	NA
Sb07g006190	AP2	SB07G006190	NA	Sorghum bicolor	NA
Sb07g006195	AP2	SB07G006195	NA	Sorghum bicolor	NA
Sb07g006200	AP2	SB07G006200	NA	Sorghum bicolor	NA
Sb07g006210	AP2	SB07G006210	NA	Sorghum bicolor	NA
Sb07g023030	AP2	SB07G023030	NA	Sorghum bicolor	NA
Sb07g025843	AP2	SB07G025843	NA	Sorghum bicolor	NA
Sb08g004260	AP2	SB08G004260	NA	Sorghum bicolor	NA
Sb09g017950	AP2	SB09G017950	NA	Sorghum bicolor	NA
Sb09g024400	AP2	SB09G024400	NA	Sorghum bicolor	NA
Sb10g028110	AP2	SB10G028110	NA	Sorghum bicolor	NA
scaffold_802838.1	AP2	XM_002866413.1	NA	Arabidopsis lyrata	NA
GSVIVG00001089001	AP2	GSVIVG00001089001	NA	Vitis vinifera	NA
GSVIVG00005747001	AP2	GSVIVG00005747001	NA	Vitis vinifera	NA
GSVIVG00008649001	AP2	GSVIVG00008649001	NA	Vitis vinifera	NA
GSVIVG00013913001	AP2	GSVIVG00013913001	NA	Vitis vinifera	NA
GSVIVG00013916001	AP2	GSVIVG00013916001	NA	Vitis vinifera	NA
GSVIVG00013935001	AP2	GSVIVG00013935001	NA	Vitis vinifera	NA
GSVIVG00014291001	AP2	GSVIVG00014291001	NA	Vitis vinifera	NA
GSVIVG00017542001	AP2	GSVIVG00017542001	NA	Vitis vinifera	NA
GSVIVG00020584001	AP2	GSVIVG00020584001	NA	Vitis vinifera	NA
GSVIVG00021098001	AP2	GSVIVG00021098001	NA	Vitis vinifera	NA
GSVIVG00030515001	AP2	GSVIVG00030515001	NA	Vitis vinifera	NA
GSVIVG00031747001	AP2	GSVIVG00031747001	NA	Vitis vinifera	NA
GSVIVG00032961001	AP2					   <td style="padd"/></tr></table></font></div></div> 	NA	NA	NA
GSVIVG00032983001	AP2	GSVIVG00032983001	NA	Vitis vinifera	NA
GSVIVG00034563001	AP2	GSVIVG00034563001	NA	Vitis vinifera	NA
GSVIVG00036201001	AP2	GSVIVG00036201001	NA	Vitis vinifera	NA
GSVIVG00036228001	AP2	GSVIVG00036228001	NA	Vitis vinifera	NA
GSVIVG00037712001	AP2	GSVIVG00037712001	NA	Vitis vinifera	NA
estExt_fgenesh4_pg.C_290069	AP2	estExt_fgenesh4_pg.C_290069	NA	Volvox carteri	NA
fgenesh2_kg.1__3005__AT1G28370.1	AP2	XM_002893479.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.1__4150__AT1G50640.1	AP2	XM_002894218.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.1__4394__AT1G53170.1	AP2	XM_002894379.1	NA	Arabidopsis lyrata	NA
PK02330.1	AP2	PK02330.1	NA	Cannabis sativa	NA
PK02602.1	AP2	PK02602.1	NA	Cannabis sativa	NA
PK02998.1	AP2	PK02998.1	NA	Cannabis sativa	NA
PK12040.1	AP2	PK12040.1	NA	Cannabis sativa	NA
PK15705.1	AP2	PK15705.1	NA	Cannabis sativa	NA
PK17878.1	AP2	PK17878.1	NA	Cannabis sativa	NA
PK25211.1	AP2	PK25211.1	NA	Cannabis sativa	NA
PK26398.1	AP2	PK26398.1	NA	Cannabis sativa	NA
SKA_Chlre2_kg.scaffold_45000117	AP2	SKA_Chlre2_kg.scaffold_45000117	NA	Chlamydomonas reinhardtii	NA
SKA_e_gwH.71.56.1	AP2	SKA_e_gwH.71.56.1	NA	Chlamydomonas reinhardtii	NA
GG.C169_S17_00183	AP2	GG.C169_S17_00183	NA	Chlorella vulgaris	NA
fgenesh2_kg.3__2255__AT3G20310.1	AP2	XM_002885319.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.4__1380__AT2G33710.1	AP2	XM_002881249.1	NA	Arabidopsis lyrata	NA
Glyma.20G203600.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.20G195900.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.20G070000.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.19G104200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.18G281400.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma18g20960.1	AP2	NA	NA	Glycine max	NA
Glyma.18G091600.1	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma.17G145300.1	AP2	NA	ethylene responsive element binding factor 5 [Source:Projected from Arabidopsis thaliana (ATERF-5,ATERF5,ERF5) TAIR;Acc:ATERF-5,ATERF5,ERF5]	Glycine max	NA
Glyma17g02710.1	AP2	NA	NA	Glycine max	NA
Glyma.16G148700.1	AP2	NA	Integrase-type DNA-binding superfamily protein [Source:Projected from Arabidopsis thaliana (LEP) TAIR;Acc:LEP]	Glycine max	NA
Glyma.16G164800.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.16G047600.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.16G147500.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.16G046300.1	AP2	NA	Integrase-type DNA-binding superfamily protein [Source:Projected from Arabidopsis thaliana (LEP) TAIR;Acc:LEP]	Glycine max	NA
Glyma.15G159100.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.15G159200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.15G079200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.15G077000.1	AP2	NA	ERF domain protein 12 [Source:Projected from Arabidopsis thaliana (ATERF12,ERF12) TAIR;Acc:ATERF12,ERF12]	Glycine max	NA
Glyma.15G077100.1	AP2	NA	erf domain protein 9 [Source:Projected from Arabidopsis thaliana (ATERF-9,ATERF9,ERF9) TAIR;Acc:ATERF-9,ATERF9,ERF9]	Glycine max	NA
Glyma.14G020100.1	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma.14G050100.2	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma.13G274100.1	AP2	NA	ethylene responsive element binding factor 4 [Source:Projected from Arabidopsis thaliana (ATERF-4,ATERF4,ERF4,RAP2.5) TAIR;Acc:ATERF-4,ATERF4,ERF4,RAP2.5]	Glycine max	NA
Glyma.13G236600.1	AP2	NA	ERF domain protein 12 [Source:Projected from Arabidopsis thaliana (ATERF12,ERF12) TAIR;Acc:ATERF12,ERF12]	Glycine max	NA
Glyma.13G236500.1	AP2	NA	erf domain protein 9 [Source:Projected from Arabidopsis thaliana (ATERF-9,ATERF9,ERF9) TAIR;Acc:ATERF-9,ATERF9,ERF9]	Glycine max	NA
Glyma.13G233800.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.13G122500.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.12G226600.1	AP2	NA	ethylene responsive element binding factor 4 [Source:Projected from Arabidopsis thaliana (ATERF-4,ATERF4,ERF4,RAP2.5) TAIR;Acc:ATERF-4,ATERF4,ERF4,RAP2.5]	Glycine max	NA
Glyma12g26780.1	AP2	NA	NA	Glycine max	NA
Glyma12g13320.1	AP2	NA	NA	Glycine max	NA
Glyma.11G036400.1	AP2	NA	ethylene responsive element binding factor 5 [Source:Projected from Arabidopsis thaliana (ATERF-5,ATERF5,ERF5) TAIR;Acc:ATERF-5,ATERF5,ERF5]	Glycine max	NA
chr1.CM0032.40.nd	AP2	chr1.CM0032.40.nd	NA	Lotus japonicus	NA
chr1.CM0094.670.nd	AP2	chr1.CM0094.670.nd	NA	Lotus japonicus	NA
chr1.CM0222.280.nd	AP2	chr1.CM0222.280.nd	NA	Lotus japonicus	NA
chr1.CM0375.170.nd	AP2	chr1.CM0375.170.nd	NA	Lotus japonicus	NA
chr1.CM1880.220.nd	AP2	chr1.CM1880.220.nd	NA	Lotus japonicus	NA
chr1.LjT14I13.10.nd	AP2	chr1.LjT14I13.10.nd	NA	Lotus japonicus	NA
chr2.LjT11L13.40.nc	AP2	chr2.LjT11L13.40.nc	NA	Lotus japonicus	NA
chr2.LjT13P17.230.nd	AP2	chr2.LjT13P17.230.nd	NA	Lotus japonicus	NA
chr2.LjT24P12.30.nd	AP2	chr2.LjT24P12.30.nd	NA	Lotus japonicus	NA
chr3.CM0080.270.nc	AP2	chr3.CM0080.270.nc	NA	Lotus japonicus	NA
chr3.CM0282.830.nc	AP2	chr3.CM0282.830.nc	NA	Lotus japonicus	NA
chr3.CM0282.840.nc	AP2	chr3.CM0282.840.nc	NA	Lotus japonicus	NA
chr3.CM0690.220.nc	AP2	chr3.CM0690.220.nc	NA	Lotus japonicus	NA
chr4.CM0175.50.nd	AP2	chr4.CM0175.50.nd	NA	Lotus japonicus	NA
chr5.CM0052.240.nd	AP2	chr5.CM0052.240.nd	NA	Lotus japonicus	NA
chr6.CM0114.120.nc	AP2	chr6.CM0114.120.nc	NA	Lotus japonicus	NA
chr6.CM0114.130.nc	AP2	chr6.CM0114.130.nc	NA	Lotus japonicus	NA
CM0905.90.nd	AP2	CM0905.90.nd	NA	Lotus japonicus	NA
CM1489.100.nc	AP2	CM1489.100.nc	NA	Lotus japonicus	NA
LjT03L06.60.nd	AP2	LjT03L06.60.nd	NA	Lotus japonicus	NA
LjT33A04.100.nc	AP2	LjT33A04.100.nc	NA	Lotus japonicus	NA
fgenesh2_kg.6__1285__AT5G13330.1	AP2	XM_002871516.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.6__1873__AT5G18560.1	AP2	XM_002873856.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.6__690__AT5G07310.1	AP2	XM_002871218.1	NA	Arabidopsis lyrata	NA
cassava10717.m1	AP2	cassava10717.m1	NA	Manihot esculenta	NA
cassava11359.m1	AP2	cassava11359.m1	NA	Manihot esculenta	NA
cassava11599.m1	AP2	cassava11599.m1	NA	Manihot esculenta	NA
cassava12737.valid.m1	AP2	cassava12737.valid.m1	NA	Manihot esculenta	NA
cassava14079.valid.m1	AP2	cassava14079.valid.m1	NA	Manihot esculenta	NA
cassava14904.m1	AP2	cassava14904.m1	NA	Manihot esculenta	NA
cassava15834.m1	AP2	cassava15834.m1	NA	Manihot esculenta	NA
cassava1589.valid.m1	AP2	cassava1589.valid.m1	NA	Manihot esculenta	NA
cassava16948.m1	AP2	cassava16948.m1	NA	Manihot esculenta	NA
cassava16956.m1	AP2	cassava16956.m1	NA	Manihot esculenta	NA
cassava18871.valid.m1	AP2	cassava18871.valid.m1	NA	Manihot esculenta	NA
cassava18872.valid.m1	AP2	cassava18872.valid.m1	NA	Manihot esculenta	NA
cassava19042.valid.m1	AP2	cassava19042.valid.m1	NA	Manihot esculenta	NA
cassava19043.valid.m1	AP2	cassava19043.valid.m1	NA	Manihot esculenta	NA
cassava19959.m1	AP2	cassava19959.m1	NA	Manihot esculenta	NA
cassava20937.m1	AP2	cassava20937.m1	NA	Manihot esculenta	NA
cassava21524.m1	AP2	cassava21524.m1	NA	Manihot esculenta	NA
cassava21525.m1	AP2	cassava21525.m1	NA	Manihot esculenta	NA
cassava21600.m1	AP2	cassava21600.m1	NA	Manihot esculenta	NA
cassava21882.m1	AP2	cassava21882.m1	NA	Manihot esculenta	NA
cassava3045.m1	AP2	cassava3045.m1	NA	Manihot esculenta	NA
cassava32131.m1	AP2	cassava32131.m1	NA	Manihot esculenta	NA
cassava32306.m1	AP2	cassava32306.m1	NA	Manihot esculenta	NA
cassava33325.m1	AP2	cassava33325.m1	NA	Manihot esculenta	NA
cassava34729.m1	AP2	cassava34729.m1	NA	Manihot esculenta	NA
cassava37846.valid.m1	AP2	cassava37846.valid.m1	NA	Manihot esculenta	NA
cassava38228.valid.m1	AP2	cassava38228.valid.m1	NA	Manihot esculenta	NA
cassava38416.m1	AP2	cassava38416.m1	NA	Manihot esculenta	NA
cassava40570.m1	AP2	cassava40570.m1	NA	Manihot esculenta	NA
cassava42971.valid.m1	AP2	cassava42971.valid.m1	NA	Manihot esculenta	NA
cassava43266.valid.m1	AP2	cassava43266.valid.m1	NA	Manihot esculenta	NA
cassava4486.m1	AP2	cassava4486.m1	NA	Manihot esculenta	NA
cassava45576.m1	AP2	cassava45576.m1	NA	Manihot esculenta	NA
cassava46560.m1	AP2	cassava46560.m1	NA	Manihot esculenta	NA
cassava46974.m1	AP2	cassava46974.m1	NA	Manihot esculenta	NA
cassava4887.m1	AP2	cassava4887.m1	NA	Manihot esculenta	NA
cassava4888.m1	AP2	cassava4888.m1	NA	Manihot esculenta	NA
cassava6588.valid.m1	AP2	cassava6588.valid.m1	NA	Manihot esculenta	NA
cassava8409.m1	AP2	cassava8409.m1	NA	Manihot esculenta	NA
fgenesh2_kg.8__2143__AT5G61600.1	AP2	XM_002866399.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.8__2506__AT5G64750.1	AP2	XM_002864874.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.8__388__AT5G44210.1	AP2	XM_002865331.1	NA	Arabidopsis lyrata	NA
mgf000075m	AP2	mgf000075m	NA	Mimulus guttatus	NA
mgf001695m	AP2	mgf001695m	NA	Mimulus guttatus	NA
mgf002457m	AP2	mgf002457m	NA	Mimulus guttatus	NA
mgf005222m	AP2	mgf005222m	NA	Mimulus guttatus	NA
mgf007166m	AP2	mgf007166m	NA	Mimulus guttatus	NA
mgf016282m	AP2	mgf016282m	NA	Mimulus guttatus	NA
mgf019214m	AP2	mgf019214m	NA	Mimulus guttatus	NA
mgf019280m	AP2	mgf019280m	NA	Mimulus guttatus	NA
mgf019421m	AP2	mgf019421m	NA	Mimulus guttatus	NA
mgf019807m	AP2	mgf019807m	NA	Mimulus guttatus	NA
mgf021215m	AP2	mgf021215m	NA	Mimulus guttatus	NA
mgf021642m	AP2	mgf021642m	NA	Mimulus guttatus	NA
mgf022451m	AP2	mgf022451m	NA	Mimulus guttatus	NA
mgf023367m	AP2	mgf023367m	NA	Mimulus guttatus	NA
mgf023662m	AP2	mgf023662m	NA	Mimulus guttatus	NA
fgenesh2_kg.8__69__AT5G47230.1	AP2	XM_002865087.1	NA	Arabidopsis lyrata	NA
fgenesh2_kg.8__881__AT5G50080.1	AP2	XM_002863987.1	NA	Arabidopsis lyrata	NA
scaffold_100331.1	AP2	XM_002892134.1	NA	Arabidopsis lyrata	NA
Zm00001d043491	ERF	NA	Ethylene-responsive transcription factor 2; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d007119	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d010175	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein; Putative AP2/EREBP transcription factor superfamily protein (Uncharacterized protein)	Zea mays	NA
Zm00001d026271	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d025281	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d045262	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d031796	ERF	NA	AP2 domain containing protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d036251	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d043205	ERF	NA	Ethylene-responsive transcription factor 4; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d031673	ERF	NA	Unknown protein; Uncharacterized protein (Fragment)	Zea mays	NA
GRMZM2G307665	AP2	GRMZM2G307665	NA	Zea mays	NA
Zm00001d022488	ERF	NA	Uncharacterized protein; AP2-EREBP transcription factor (Uncharacterized protein)	Zea mays	NA
Zm00001d036536	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein; AP2-EREBP transcription factor (Uncharacterized protein)	Zea mays	NA
Zm00001d025409	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Putative AP2/EREBP transcription factor superfamily protein (Uncharacterized protein)	Zea mays	NA
Zm00001d000339	ERF	NA	Ethylene-responsive transcription factor 4; Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Ethylene-responsive transcription factor 4) (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d050948	ERF	NA	AP2 domain containing protein; Putative AP2/EREBP transcription factor superfamily protein; AP2 domain containing protein (AP2-EREBP transcription factor) (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d042717	ERF	NA	Unknown protein; Uncharacterized protein	Zea mays	NA
Zm00001d053707	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d039324	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d005892	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d012584	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d021089	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d012585	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Glyma.10G223200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.10G186900.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.10G118900.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.10G036200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.09G053000.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.09G052800	AP2	NA	Unknown protein	Glycine max	NA
Glyma.09G052900.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.08G320700.1	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma.08G281900.1	AP2	NA	DORNROSCHEN-like [Source:Projected from Arabidopsis thaliana (DRN-LIKE,DRNL,ESR2,SOB2) TAIR;Acc:DRN-LIKE,DRNL,ESR2,SOB2]	Glycine max	NA
Glyma08g23070.1	AP2	NA	NA	Glycine max	NA
Glyma08g28820.1	AP2	NA	NA	Glycine max	NA
Glyma.07G250100.1	AP2	NA	Integrase-type DNA-binding superfamily protein [Source:Projected from Arabidopsis thaliana (PUCHI) TAIR;Acc:PUCHI]	Glycine max	NA
Glyma07g33510.1	AP2	NA	NA	Glycine max	NA
Glyma07g23240.1	AP2	NA	NA	Glycine max	NA
Glyma07g03040.1	AP2	NA	NA	Glycine max	NA
Glyma.06G290000.1	AP2	NA	erf domain protein 9 [Source:Projected from Arabidopsis thaliana (ATERF-9,ATERF9,ERF9) TAIR;Acc:ATERF-9,ATERF9,ERF9]	Glycine max	NA
Glyma.06G236400.1	AP2	NA	ethylene responsive element binding factor 4 [Source:Projected from Arabidopsis thaliana (ATERF-4,ATERF4,ERF4,RAP2.5) TAIR;Acc:ATERF-4,ATERF4,ERF4,RAP2.5]	Glycine max	NA
Glyma.06G163700.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.05G063500.1	AP2	NA	ethylene responsive element binding factor 5 [Source:Projected from Arabidopsis thaliana (ATERF-5,ATERF5,ERF5) TAIR;Acc:ATERF-5,ATERF5,ERF5]	Glycine max	NA
Glyma.04G217400.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma04g37890.1	AP2	NA	NA	Glycine max	NA
Glyma.03G255500.1	AP2	NA	cytokinin response factor 4 [Source:Projected from Arabidopsis thaliana (CRF4) TAIR;Acc:CRF4]	Glycine max	NA
Glyma.03G159800	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma.03G094700.1	AP2	NA	cytokinin response factor 4 [Source:Projected from Arabidopsis thaliana (CRF4) TAIR;Acc:CRF4]	Glycine max	NA
Glyma.02G294100.1	AP2	NA	ethylene response factor 7 [Source:Projected from Arabidopsis thaliana (ATERF-7,ATERF7,ERF7) TAIR;Acc:ATERF-7,ATERF7,ERF7]	Glycine max	NA
Glyma.02G267400.1	AP2	NA	ethylene responsive element binding factor 3 [Source:Projected from Arabidopsis thaliana (ATERF3,ERF3) TAIR;Acc:ATERF3,ERF3]	Glycine max	NA
Glyma02g08840.1	AP2	NA	NA	Glycine max	NA
Glyma.02G067600.1	AP2	NA	Integrase-type DNA-binding superfamily protein [Source:Projected from Arabidopsis thaliana (LEP) TAIR;Acc:LEP]	Glycine max	NA
Glyma.02G066200.1	AP2	NA	Unknown protein	Glycine max	NA
Glyma.02G039300.1	AP2	NA	DORNROSCHEN-like [Source:Projected from Arabidopsis thaliana (DRN-LIKE,DRNL,ESR2,SOB2) TAIR;Acc:DRN-LIKE,DRNL,ESR2,SOB2]	Glycine max	NA
Glyma.01G025400	AP2	NA	DORNROSCHEN-like [Source:Projected from Arabidopsis thaliana (DRN-LIKE,DRNL,ESR2,SOB2) TAIR;Acc:DRN-LIKE,DRNL,ESR2,SOB2]	Glycine max	NA
Zm00001d018158	ERF	NA	Ethylene-responsive element binding protein 2; AP2-EREBP transcription factor (Ethylene-responsive element binding protein 2) (Uncharacterized protein)	Zea mays	NA
Zm00001d049364	ERF	NA	Ethylene-responsive transcription factor 4; Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Ethylene-responsive transcription factor 4) (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d003884	ERF	NA	Unknown protein; Uncharacterized protein	Zea mays	NA
Zm00001d003871	ERF	NA	AP2 domain containing protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d015639	ERF	NA	Ethylene-responsive transcription factor 3; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d053195	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Putative AP2/EREBP transcription factor superfamily protein (Uncharacterized protein)	Zea mays	NA
Zm00001d002364	ERF	NA	Uncharacterized protein; AP2-EREBP transcription factor (Uncharacterized protein)	Zea mays	NA
Zm00001d010676	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d017466	ERF	NA	Uncharacterized protein	Zea mays	NA
Zm00001d053859	ERF	NA	Ethylene-responsive transcription factor 3; Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Ethylene-responsive transcription factor 3) (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d016623	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d008968	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d022461	ERF	NA	ERF-like protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d014113	ERF	NA	Unknown protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
Zm00001d025298	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Putative AP2/EREBP transcription factor superfamily protein) (Uncharacterized protein)	Zea mays	NA
Zm00001d038585	ERF	NA	Putative AP2/EREBP transcription factor superfamily protein; AP2-EREBP transcription factor (Uncharacterized protein) (Fragment)	Zea mays	NA
